user_id,product_id,action,timestamp
6daa65c4-f462-46fa-a765-73f4623ecd80,361,click,2025-03-19T03:09:38.018541
ea1e2d63-a4df-434b-a6c4-4fc0cc2dd298,677,click,2025-04-03T00:28:29.537248
55204a7b-54a9-4a76-9b9f-126610c34922,675,click,2025-05-27T21:56:59.208939
29d0de88-e5a7-435e-909a-e409511b742d,375,search,2025-01-19T13:22:19.092109
3da5e99b-1a24-4693-9de5-823b73e0b534,982,search,2025-03-06T13:43:06.131029
94678c99-be67-4adc-9d9f-d59585dd67fb,1000,search,2025-04-24T15:35:23.228597
512d8aa4-d4be-4826-9b79-3b180003016d,763,search,2025-05-21T01:20:14.816425
b7682357-4ed8-4896-851b-8c9feca06146,781,search,2025-03-10T10:37:33.042792
04d8da21-098c-4da6-9f04-0748b7a95710,366,click,2025-08-09T09:03:49.415052
dd86bf84-abb6-4749-9cec-dce83fb5ba63,638,search,2025-05-03T12:40:01.942018
8971ac6d-f83d-4459-8c12-2b750bd6ecf5,523,search,2025-06-09T18:34:36.265839
cf57e4f0-98bc-4a54-bf82-87571e6431dd,377,search,2025-08-20T18:30:06.982807
9a40d115-4ae5-45db-9763-0f75b88563c5,766,click,2025-03-02T15:00:52.349227
999ba621-2048-4eeb-abc2-59de735d690a,167,search,2025-04-25T20:15:05.967221
32793459-a5c5-4d14-b75a-45e0f8c90f15,325,click,2025-05-17T11:07:05.802472
d0ad9dde-ec18-4239-9494-5dfdac93fbcc,728,click,2025-02-12T16:53:32.605766
38b8d4d3-4921-423e-a9f5-9f0f34238e35,417,search,2025-04-10T14:41:38.071806
39a01969-1b36-4c04-814e-e64e7986668d,398,search,2025-03-13T05:12:09.403105
c99e21b2-3470-42ea-8bdc-9d1133427724,596,click,2025-05-14T03:27:23.327179
219d06f2-f5ec-490c-bbb1-88112e633f2d,625,click,2025-04-30T10:35:25.448921
7b2258d7-39e2-4982-aca4-85b1e41ae5c9,775,search,2025-06-08T01:20:36.764379
dc281033-fca5-49e9-ae4a-1853e17cb75d,955,click,2025-08-14T17:19:49.549807
999d714a-e0f9-430c-9523-59e435b236ac,364,click,2025-03-08T19:07:20.930953
ceba1403-3ce3-45a6-ab2f-dd38a7a755a8,40,search,2025-06-03T09:58:38.857644
3be02f8c-fb8a-4c25-8b5d-747d06b7abed,422,search,2025-01-25T07:08:54.590101
8c16cc62-b966-4289-b238-f3e0a46f8639,665,click,2025-05-06T09:00:53.062359
0988018a-b6e1-4927-bf0a-9d3d3049d84a,125,search,2025-05-12T04:56:42.644478
76f3dbb6-3b22-419d-ac38-4dafc3f672a9,967,click,2025-05-08T15:20:41.273034
71968b6d-a695-47ac-8965-468b1e1cab33,234,search,2025-01-24T22:56:43.532032
157abab2-f297-478a-a1be-d6cc83314007,802,search,2025-04-07T22:18:54.923689
d53a0c81-55e8-4d7c-bf99-2c5c1a2326f9,669,search,2025-01-28T02:22:01.980740
e028055f-f696-47ac-a253-20fc3b081081,878,search,2025-05-07T18:44:29.565787
5af11464-ab3e-493a-99d4-bec8a68b0b2b,396,click,2025-03-12T16:55:33.305423
385886a4-4506-450c-9afb-e80769c4ded1,915,click,2025-06-09T17:38:05.739175
28e9a2a4-e4b7-4ead-99e3-9156ee8d1ee1,270,search,2025-06-25T12:21:43.394536
cbf8e7b9-55cf-4631-88a5-9303dea5b980,193,search,2025-01-10T15:20:17.295697
dc2d1e9d-a940-4c98-b220-d9bb90f31a4f,653,search,2025-01-16T16:42:55.885436
65ce4a47-e40d-47da-ac61-01135b41c9fa,606,search,2025-07-23T05:44:07.238958
a6ca9654-e0f0-412d-8d3d-0295fe2c860e,979,search,2025-02-06T17:30:33.725837
1fb0aecd-e9a0-4bbf-bc1b-1485a269cbda,130,search,2025-05-17T07:02:44.661656
ea90bb0d-58f9-4d6a-a92a-27247ac9f467,575,search,2025-02-18T15:40:09.733443
07f97950-9b2d-4042-8dfd-24d1f44b7a57,362,search,2025-03-05T00:05:43.513474
55b6cc5d-f924-4007-a197-806f121e5d52,518,click,2025-02-16T02:06:58.661042
d0661354-1d78-4828-96d0-b8cd669ac28c,278,search,2025-05-11T21:21:24.312740
78accabc-0243-4547-83db-308927af066b,75,click,2025-01-02T08:42:27.768085
7fa231e4-1c6a-4c0c-a722-61f200531244,537,click,2025-01-27T07:07:48.892777
3c006c35-c148-439e-83f2-30c807ff3421,797,search,2025-01-11T09:04:40.573030
e8297a44-4b00-423a-b3aa-2d8d2da408f6,841,search,2025-01-18T15:59:29.083535
a849376e-fc98-4038-a6c0-1da9389caa90,749,click,2025-03-23T14:39:48.371291
d6868c79-e963-4aab-8a2c-da0743936511,282,click,2025-01-16T05:28:42.893041
90017297-fde2-4804-8397-f15125f5d61b,271,search,2025-06-15T08:49:59.588830
46006735-3e9f-446c-ac9d-7a3e1dd07c31,16,click,2025-07-06T08:35:05.889967
c6457c10-ef29-4142-be06-b1319e55ec29,605,click,2025-02-03T08:26:42.792507
01ceae45-25cb-4372-88dc-dd295718131c,835,click,2025-04-11T00:01:00.591061
c73542c7-e98f-4741-82d5-d12ef0a28164,635,click,2025-06-19T01:19:23.471059
0d56da67-305b-4452-859e-9fed17638aae,622,click,2025-05-07T15:53:51.239487
6c0355ff-1b20-4d33-b1e7-dafe27cdb63f,175,click,2025-04-28T23:40:00.741361
32ed3996-f1ef-469b-b1da-1431436f8b97,424,click,2025-02-06T02:16:04.281507
62a4de40-37f2-4485-96b4-e97d82a066b0,328,search,2025-07-07T19:35:19.813931
7e687beb-2fd8-488c-a120-76c0a0e2654a,810,click,2025-01-12T23:11:02.574967
19c7aefe-d6b8-47c7-bf4e-421c44634f20,6,search,2025-01-25T21:23:03.121528
bd5bd084-da0a-4b85-b199-f33f89e94dd7,290,click,2025-04-16T00:32:57.283159
a3e04d62-df12-4b77-93f7-0174be5da678,215,click,2025-06-15T11:44:20.908007
c5427c26-decd-4f02-871b-849f0579928d,913,search,2025-01-28T16:41:23.874461
88cbb298-0284-40b0-b237-9bbe446392d8,233,search,2025-04-04T18:14:02.260953
8405ec31-e29d-4fce-8dbe-3a81661435cf,793,click,2025-01-17T09:44:38.437200
06475617-e3d3-4bb6-854c-bdb17c039e54,959,click,2025-03-27T16:15:34.400165
37f1a20f-ff53-4736-a4b4-1147ac2feb32,823,click,2025-06-15T05:18:33.020347
78386e7d-8aa2-44a6-bd5b-2e8c6ec178b1,846,click,2025-08-14T16:26:00.485117
3cb2d15d-1b53-4200-b065-bc5b3159db7f,562,search,2025-08-05T22:42:41.541923
0b11a49d-a79f-4d27-9fe0-95036d2c6156,103,click,2025-06-24T00:03:59.784950
f0103914-f968-4ccc-a834-4f067331acc2,275,click,2025-05-14T12:06:48.473217
71dbe200-3761-40a5-aaef-48bcc49ef34f,586,click,2025-08-11T17:26:19.753996
72c29ccb-9140-46f6-a0fb-af0e89c040c0,161,search,2025-07-24T02:33:28.369051
4b54af65-59e0-4751-be7a-5e0fb3f39140,891,click,2025-04-03T23:27:32.540267
e7bc37b7-8be8-45be-bb49-791cd6765c27,172,search,2025-08-12T15:37:39.443177
9c71ba4c-005e-4705-9b26-abc06daaab7c,947,search,2025-01-02T02:04:30.607468
0cb7bc98-3b80-4c12-aaa2-d44b65fa0397,578,search,2025-02-04T21:28:51.631499
